p_name,p_draftYear,p_draftPick,p_draftPos,Last Active Year,p_games,p_stats
Andy Rautins,2011,38,,2011,,
Leo Rautins,1984,,,1985,,
Allan Ray,2007,5,,2007,,
Clifford Ray,1972,,,1981,,
Don Ray,1950,,,1950,,
James Ray,1981,,,1983,,
Jim Ray,1957,,,1960,,
Jimmy Rayl,1968,,,1969,,
Craig Raymond,1969,,,1973,,
Connie Rea,1954,,,1954,,
Austin Reaves,2022,,,2022,,
Joe Reaves,1974,,,1974,,
Josh Reaves,2020,,,2020,,
Željko Rebrača,2002,54,,2006,,
Eldridge Recasner,1995,,,2002,,
Michael Redd,2001,43,,2012,,
Cam Reddish,2020,10,,2022,,
Frank Reddout,1954,,,1954,,
J.J. Redick,2007,11,,2021,,
Marlon Redmond,1979,,,1980,,
Davon Reed,2018,32,,2022,,
Hub Reed,1959,,,1965,,
Justin Reed,2005,40,,2007,,
Paul Reed,2021,58,,2022,,
Ron Reed,1966,58,,1967,,
Willie Reed,2016,,,2018,,
Willis Reed*,1965,,,1974,,
Bryant Reeves,1996,6,,2001,,
Khalid Reeves,1995,12,,2000,,
Richie Regan,1956,,,1958,,
Don Rehfeldt,1951,,,1952,,
Billy Reid,1981,,,1981,,
Don Reid,1996,58,,2003,,
J.R. Reid,1990,,,2001,,
Jim Reid,1968,,,1968,,
Naz Reid,2020,,,2022,,
Robert Reid,1978,,,1991,,
Ryan Reid,2012,57,,2012,,
Jared Reiner,2005,,,2007,,
Chick Reiser,1948,,,1950,,
Richard Rellford,1988,,,1988,,
Terrence Rencher,1996,32,,1996,,
John Rennicke,1952,,,1952,,
Bob Rensberger,1947,,,1947,,
Efthimios Rentzias,2003,23,,2003,,
Shawn Respert,1996,8,,1999,,
Kevin Restani,1975,,,1982,,
Cameron Reynolds,2019,,,2021,,
George Reynolds,1970,,,1970,,
Jerry Reynolds,1986,,,1996,,
Kendall Rhine,1968,,,1969,,
Gene Rhodes,1953,,,1953,,
Rodrick Rhodes,1998,24,,2000,,
Glen Rice,1990,35,,2004,,
Glen Rice Jr.,2014,35,,2015,,
Chris Richard,2008,41,,2010,,
Nick Richards,2021,42,,2022,,
Clint Richardson,1980,,,1987,,
Jason Richardson,2002,5,,2015,,
Jeremy Richardson,2007,,,2009,,
Josh Richardson,2016,40,,2022,,
Malachi Richardson,2017,22,,2019,,
Micheal Ray Richardson,1979,,,1986,,
Norm Richardson,2002,,,2002,,
Pooh Richardson,1990,,,1999,,
Quentin Richardson,2001,18,,2013,,
Mitch Richmond*,1989,,,2002,,
John Richter,1960,,,1960,,
Dick Ricketts,1956,55,,1958,,
Isaiah Rider,1994,5,,2002,,
Jackie Ridgle,1972,,,1972,,
Luke Ridnour,2004,14,,2015,,
Mel Riebe,1947,,,1949,,
Bob Riedy,1968,,,1968,,
Jim Riffey,1951,,,1951,,
Antoine Rigaudeau,2003,,,2003,,
Tom Riker,1973,,,1975,,
Bob Riley,1971,,,1971,,
Eric Riley,1994,33,,1999,,
Pat Riley*,1968,,,1976,,
Ron Riley,1973,47,,1976,,
Grant Riller,2021,56,,2021,,
Rich Rinaldi,1972,,,1974,,
Mike Riordan,1969,,,1977,,
Arnie Risen*,1949,,,1958,,
Tex Ritter,1949,,,1951,,
Ramón Rivas,1989,,,1989,,
Austin Rivers,2013,10,,2022,,
David Rivers,1989,,,1992,,
Doc Rivers,1984,,,1996,,
Lee Robbins,1948,,,1949,,
Red Robbins,1968,,,1975,,
Andre Roberson,2014,26,,2021,,
Anthony Roberson,2006,,,2009,,
Rick Roberson,1970,,,1976,,
Terrance Roberson,2001,,,2001,,
Anthony Roberts,1978,,,1984,,
Bill Roberts,1949,,,1950,,
Brian Roberts,2013,,,2017,,
Fred Roberts,1984,,,1997,,
Joe Roberts,1961,,,1968,,
Lawrence Roberts,2006,55,,2007,,
Marv Roberts,1972,,,1977,,
Stanley Roberts,1992,23,,2000,,
Alvin Robertson,1985,,,1996,,
Oscar Robertson*,1961,,,1974,,
Ryan Robertson,2000,45,,2000,,
Tony Robertson,1978,,,1979,,
Rick Robey,1979,,,1986,,
Bernard Robinson,2005,45,,2007,,
Chris Robinson,1997,51,,1998,,
Cliff Robinson,1980,,,1992,,
Clifford Robinson,1990,,,2007,,
David Robinson*,1990,,,2003,,
Devin Robinson,2018,,,2019,,
Duncan Robinson,2019,,,2022,,
Eddie Robinson,2000,,,2004,,
Flynn Robinson,1967,,,1974,,
Glenn Robinson,1995,1,,2005,,
Glenn Robinson,1995,40,,2005,,
Glenn Robinson III,2015,40,,2021,,
Glenn Robinson III,2015,1,,2021,,
Jackie Robinson,1979,,,1982,,
Jamal Robinson,2001,,,2001,,
James Robinson,1994,21,,2001,,
Jerome Robinson,2019,13,,2021,,
Justin Robinson,2020,,,2022,,
Larry Robinson,1991,,,2002,,
Mitchell Robinson,2019,36,,2022,,
Nate Robinson,2006,21,,2016,,
Oliver Robinson,1983,,,1983,,
Ronnie Robinson,1974,,,1975,,
Rumeal Robinson,1991,10,,1997,,
Samuel Robinson,1971,,,1972,,
Thomas Robinson,2013,5,,2017,,
Truck Robinson,1975,,,1985,,
Wayne Robinson,1981,,,1981,,
Wilbert Robinson,1974,,,1974,,
Jeremiah Robinson-Earl,2022,32,,2022,,
Bill Robinzine,1976,,,1982,,
Dave Robisch,1972,,,1984,,
Isaiah Roby,2020,45,,2022,,
Red Rocha,1948,,,1957,,
John Roche,1972,,,1982,,
Gene Rock,1948,,,1948,,
Jack Rocker,1948,,,1948,,
Guy Rodgers*,1959,,,1970,,
Dennis Rodman*,1987,,,2000,,
Sergio Rodríguez,2007,27,,2017,,
Lou Roe,1996,30,,1997,,
Carlos Rogers,1995,11,,2002,,
Harry Rogers,1976,11,,1976,,
Johnny Rogers,1987,,,1988,,
Marshall Rogers,1977,,,1977,,
Rodney Rogers,1994,9,,2005,,
Roy Rogers,1997,22,,2000,,
Willie Rogers,1969,,,1969,,
Al Roges,1954,,,1955,,
Ken Rohloff,1964,,,1964,,
Kenny Rollins,1949,,,1953,,
Phil Rollins,1959,,,1961,,
Tree Rollins,1978,,,1995,,
Lorenzo Romar,1981,,,1985,,
Rajon Rondo,2007,21,,2022,,
Jerry Rook,1970,,,1970,,
Sean Rooks,1993,30,,2004,,
Derrick Rose,2009,1,,2022,,
Jalen Rose,1995,13,,2007,,
Malik Rose,1997,44,,2009,,
Rob Rose,1989,,,1989,,
Petey Rosenberg,1947,,,1947,,
Lennie Rosenbluth,1958,,,1959,,
Hank Rosenstein,1947,,,1947,,
Dick Rosenthal,1955,,,1957,,
Quinton Ross,2005,,,2011,,
Terrence Ross,2013,8,,2022,,
Doug Roth,1990,,,1990,,
Scott Roth,1988,,,1990,,
Irv Rothenberg,1947,,,1949,,
Mickey Rottner,1947,,,1948,,
Dan Roundfield,1976,,,1987,,
Giff Roux,1947,,,1949,,
Ron Rowan,1987,,,1987,,
Curtis Rowe,1972,,,1979,,
Jim Rowinski,1989,,,1990,,
Derrick Rowland,1986,,,1986,,
Brian Rowsom,1988,,,1990,,
Brandon Roy,2007,6,,2013,,
Donald Royal,1990,,,1998,,
Reggie Royals,1975,,,1975,,
Bob Royer,1950,,,1950,,
Clifford Rozier,1995,16,,1998,,
Terry Rozier,2016,16,,2022,,
Ricky Rubio,2012,5,,2022,,
Guy Rucker,2003,,,2003,,
Delaney Rudd,1990,,,1993,,
John Rudd,1979,,,1979,,
Damjan Rudež,2015,,,2017,,
John Rudometkin,1963,,,1965,,
Michael Ruffin,2000,32,,2009,,
Trevor Ruffin,1995,,,1996,,
Paul Ruffner,1971,,,1976,,
Joe Ruklick,1960,,,1962,,
Jeff Ruland,1982,,,1993,,
Bob Rule,1968,,,1975,,
Jerry Rullo,1947,,,1950,,
Stefano Rusconi,1996,52,,1996,,
Brandon Rush,2009,13,,2017,,
Kareem Rush,2003,20,,2010,,
Bill Russell*,1957,,,1969,,
Bryon Russell,1994,45,,2006,,
Campy Russell,1975,,,1985,,
Cazzie Russell,1967,,,1978,,
D'Angelo Russell,2016,2,,2022,,
Frank Russell,1973,,,1973,,
Pierre Russell,1972,,,1973,,
Rubin Russell,1968,,,1968,,
Walker Russell,1983,,,1988,,
Walker Russell,2012,,,2012,,
Matt Ryan,2022,,,2022,,
Arvydas Sabonis*,1996,,,2003,,
Domantas Sabonis,2017,11,,2022,,
Robert Sacre,2013,60,,2016,,
Ed Sadowski,1947,,,1950,,
Kenny Sailors,1947,,,1951,,
John Salley,1987,,,2000,,
John Salmons,2003,26,,2015,,
Al Salvadori,1968,,,1968,,
Kevin Salvadori,1997,,,1998,,
Soumaila Samake,2001,36,,2003,,
Luka Šamanić,2020,19,,2021,,
Cheikh Samb,2008,51,,2009,,
Brandon Sampson,2019,,,2019,,
JaKarr Sampson,2015,,,2021,,
Jamal Sampson,2003,47,,2007,,
Ralph Sampson*,1984,,,1992,,
Samardo Samuels,2011,,,2013,,
Pepe Sánchez,2001,,,2003,,
Al Sanders,1973,,,1973,,
Frankie Sanders,1979,,,1981,,
Jeff Sanders,1990,,,1993,,
Larry Sanders,2011,15,,2017,,
Melvin Sanders,2006,,,2006,,
Mike Sanders,1983,,,1993,,
Tom Sanders*,1961,,,1973,,
Ron Sanford,1972,,,1972,,
Daniel Santiago,2001,,,2005,,
Bob Santini,1956,,,1956,,
Wayne Sappleton,1985,,,1985,,
Dario Šarić,2017,12,,2021,,
Olivier Sarr,2022,,,2022,,
Jason Sasser,1997,41,,1999,,
Jeryl Sasser,2002,22,,2003,,
Tomáš Satoranský,2017,32,,2022,,
Kenny Satterfield,2002,54,,2003,,
Pep Saul,1950,,,1955,,
Woody Sauldsberry,1958,,,1966,,
Glynn Saulters,1969,,,1969,,
Fred Saunders,1975,,,1978,,
Don Savage,1952,,,1957,,
Predrag Savović,2003,,,2003,,
Alan Sawyer,1951,,,1951,,
Brian Scalabrine,2002,35,,2012,,
Alex Scales,2006,,,2006,,
DeWayne Scales,1981,,,1984,,
Frank Schade,1973,,,1973,,
Ben Schadler,1948,,,1948,,
Herm Schaefer,1949,,,1950,,
Billy Schaeffer,1974,,,1976,,
Bob Schafer,1956,,,1957,,
Jordan Schakel,2022,,,2022,,
Ben Scharnus,1947,,,1949,,
Marv Schatzman,1950,,,1950,,
Fred Schaus,1950,,,1954,,
Danny Schayes,1982,,,1999,,
Dolph Schayes*,1950,,,1964,,
Ossie Schectman,1947,,,1947,,
Steve Scheffler,1991,39,,1997,,
Tom Scheffler,1985,,,1985,,
Dave Schellhase,1967,,,1968,,
Luke Schenscher,2006,,,2007,,
Herb Scherer,1951,,,1952,,
Dwayne Schintzius,1991,24,,1999,,
Dale Schlueter,1969,,,1978,,
Otto Schnellbacher,1949,,,1949,,
Dick Schnittker,1951,,,1958,,
Russ Schoene,1983,,,1989,,
Admiral Schofield,2020,42,,2022,,
Dave Scholz,1970,,,1970,,
Milt Schoon,1947,,,1950,,
Detlef Schrempf,1986,,,2001,,
Dennis Schröder,2014,17,,2022,,
Howie Schultz,1950,,,1953,,
Dick Schulz,1947,,,1950,,
Roger Schurig,1968,,,1968,,
John Schweitz,1985,,,1987,,
Luis Scola,2008,56,,2017,,
Fred Scolari,1947,,,1955,,
Alvin Scott,1978,,,1985,,
Brent Scott,1997,,,1997,,
Byron Scott,1984,,,1997,,
Charlie Scott*,1971,,,1980,,
Dennis Scott,1991,4,,2000,,
James Scott,1997,,,1997,,
Mike Scott,2013,43,,2021,,
Ray Scott,1962,,,1972,,
Shawnelle Scott,1997,43,,2002,,
Tre Scott,2022,,,2022,,
Willie Scott,1970,,,1970,,
Paul Scranton,1968,,,1968,,
Jay Scrubb,2021,55,,2022,,
Carey Scurry,1986,,,1988,,
Bruce Seals,1974,,,1978,,
Shea Seals,1998,,,1998,,
Malik Sealy,1993,14,,2000,,
Ed Searcy,1976,,,1976,,
Kenny Sears,1956,,,1964,,
Wayne See,1950,,,1950,,
Thabo Sefolosha,2007,13,,2020,,
Rony Seikaly,1989,,,1999,,
Glen Selbo,1950,,,1950,,
Josh Selby,2012,49,,2013,,
Wayne Selden,2017,,,2022,,
Brad Sellers,1987,,,1993,,
Phil Sellers,1977,,,1977,,
Rollie Seltz,1950,,,1950,,
Lester Selvage,1968,,,1970,,
Frank Selvy,1955,,,1964,,
Jim Seminoff,1947,,,1950,,
Mouhamed Sene,2007,10,,2009,,
George Senesky,1947,,,1954,,
Alperen Şengün,2022,16,,2022,,
Kevin Séraphin,2011,17,,2017,,
Ansu Sesay,2002,30,,2005,,
Ramon Sessions,2008,56,,2018,,
Ha Seung-Jin,2005,46,,2006,,
Tom Sewell,1985,,,1985,,
Collin Sexton,2019,8,,2022,,
Paul Seymour,1948,,,1960,,
Nick Shaback,1947,,,1947,,
Lynn Shackelford,1970,,,1970,,
Charles Shackleford,1989,,,1999,,
Carl Shaeffer,1950,,,1951,,
Lee Shaffer,1962,,,1964,,
Mustafa Shakur,2011,,,2014,,
Landry Shamet,2019,26,,2022,,
God Shammgod,1998,45,,1998,,
Earl Shannon,1947,,,1949,,
Howie Shannon,1949,,,1950,,
Chuck Share,1952,,,1960,,
Bill Sharman*,1951,,,1961,,
Day'Ron Sharpe,2022,29,,2022,,
Walter Sharpe,2009,32,,2009,,
John Shasky,1989,,,1991,,
Ron Shavlik,1957,,,1958,,
Brian Shaw,1989,,,2003,,
Casey Shaw,1999,37,,1999,,
Marial Shayok,2020,54,,2020,,
Bob Shea,1947,,,1947,,
Fred Sheffield,1947,,,1947,,
Craig Shelton,1981,,,1982,,
Lonnie Shelton,1977,,,1986,,
Tornike Shengelia,2013,54,,2014,,
Billy Shepherd,1973,,,1975,,
Jeff Sheppard,1999,,,1999,,
Steve Sheppard,1978,,,1979,,
Ed Sherod,1983,,,1983,,
Charley Shipp,1950,,,1950,,
Paul Shirley,2003,,,2005,,
Gene Short,1976,,,1976,,
Purvis Short,1979,,,1990,,
Dexter Shouse,1990,,,1990,,
Dick Shrider,1949,,,1949,,
Gene Shue,1955,,,1964,,
John Shumate,1976,,,1981,,
Iman Shumpert,2012,17,,2021,,
Alexey Shved,2013,,,2015,,
Pascal Siakam,2017,27,,2022,,
Jordan Sibert,2019,,,2019,,
Sam Sibert,1973,,,1973,,
Mark Sibley,1974,,,1974,,
Jerry Sichting,1981,,,1990,,
Donald Sidle,1969,,,1972,,
Larry Siegfried,1964,,,1972,,
Ralph Siewert,1947,,,1947,,
Jack Sikma*,1978,,,1991,,
James Silas,1973,,,1982,,
Paul Silas,1965,,,1980,,
Xavier Silas,2012,,,2018,,
Garret Siler,2011,,,2011,,
Mike Silliman,1971,,,1971,,
Chris Silva,2020,,,2022,,
Wayne Simien,2006,29,,2007,,
Ben Simmons,2018,1,,2021,,
Bobby Simmons,2002,42,,2012,,
Cedric Simmons,2007,15,,2009,,
Connie Simmons,1947,,,1956,,
Grant Simmons,1968,,,1969,,
Johnny Simmons,1947,26,,1947,,
Jonathon Simmons,2016,,,2019,,
Kobi Simmons,2018,,,2019,,
Lionel Simmons,1991,7,,1997,,
Miles Simon,1999,42,,1999,,
Walter Simon,1968,,,1974,,
Marko Simonovic,2022,44,,2022,,
Anfernee Simons,2019,24,,2022,,
Dickey Simpkins,1995,21,,2002,,
Ralph Simpson,1971,,,1980,,
Zavier Simpson,2022,,,2022,,
Alvin Sims,1999,,,1999,,
Bob Sims,1962,,,1968,,
Courtney Sims,2008,,,2009,,
Doug Sims,1969,,,1969,,
Henry Sims,2013,,,2016,,
Jericho Sims,2022,58,,2022,,
Scott Sims,1978,,,1978,,
Kyle Singler,2013,33,,2018,,
Sean Singletary,2009,42,,2009,,
Chris Singleton,2012,18,,2014,,
Chris Singleton,2012,39,,2014,,
James Singleton,2006,,,2012,,
McKinley Singleton,1987,,,1987,,
Zeke Sinicola,1952,,,1954,,
Deividas Sirvydis,2021,37,,2022,,
Charlie Sitton,1985,,,1985,,
Peyton Siva,2014,56,,2014,,
Scott Skiles,1987,,,1996,,
Al Skinner,1975,,,1980,,
Brian Skinner,1999,22,,2012,,
Tal Skinner,1975,,,1976,,
Whitey Skoog,1952,,,1957,,
Jeff Slade,1963,,,1963,,
Reggie Slater,1995,,,2003,,
Jim Slaughter,1952,,,1952,,
Jose Slaughter,1983,,,1983,,
Tamar Slay,2003,54,,2005,,
Donald Sloan,2012,,,2016,,
Jerry Sloan*,1966,,,1976,,
Uroš Slokar,2007,58,,2007,,
Tom Sluby,1985,,,1985,,
Alen Smailagić,2020,39,,2021,,
Javonte Smart,2022,,,2022,,
Keith Smart,1989,,,1989,,
Marcus Smart,2015,6,,2022,,
Belus Smawley,1947,,,1952,,
Jack Smiley,1949,,,1950,,
Adrian Smith,1962,,,1972,,
Al Smith,1972,,,1976,,
Bill Smith,1962,,,1962,,
Bingo Smith,1970,,,1980,,
Bobby Smith,1960,,,1962,,
Charles Smith,1989,26,,1997,,
Charles Smith,1990,26,,1996,,
Charles Smith,1998,26,,2006,,
Chris Smith,1993,34,,1995,,
Chris Smith,2014,34,,2014,,
Clinton Smith,1987,,,1991,,
Craig Smith,2007,36,,2012,,
Deb Smith,1947,,,1947,,
Dennis Smith Jr.,2018,9,,2022,,
Derek Smith,1983,,,1991,,
Don Smith,1949,,,1949,,
Don Smith,1975,,,1975,,
Donta Smith,2005,34,,2006,,
Doug Smith,1992,6,,1996,,
Ed Smith,1954,,,1954,,
Elmore Smith,1972,,,1979,,
Garfield Smith,1971,,,1973,,
Greg Smith,1969,,,1976,,
Greg Smith,2012,,,2016,,
Ish Smith,2011,,,2022,,
J.R. Smith,2005,18,,2020,,
Jabari Smith,2001,45,,2005,,
Jalen Smith,2021,10,,2022,,
Jason Smith,2008,20,,2019,,
Jerry Smith,2012,,,2012,,
Jim Smith,1982,,,1983,,
Joe Smith,1996,1,,2011,,
John Smith,1969,,,1970,,
Josh Smith,2005,17,,2018,,
Keith Smith,1987,,,1987,,
Ken Smith,1976,,,1976,,
Kenny Smith,1988,,,1997,,
LaBradford Smith,1992,19,,1994,,
Larry Smith,1981,,,1993,,
Leon Smith,2002,29,,2004,,
Michael Smith,1990,35,,1995,,
Michael Smith,1995,35,,2001,,
Mike Smith,2001,35,,2001,,
Nolan Smith,2012,21,,2013,,
Otis Smith,1987,,,1992,,
Pete Smith,1973,,,1973,,
Phil Smith,1975,,,1983,,
Randy Smith,1972,,,1983,,
Reggie Smith,1993,31,,1994,,
Robert Smith,1978,,,1985,,
Russ Smith,2015,47,,2016,,
Sam Smith,1968,,,1971,,
Sam Smith,1979,,,1980,,
Steve Smith,1992,5,,2005,,
Steven Smith,2007,5,,2007,,
Stevin Smith,1997,5,,1997,,
Theron Smith,2004,,,2005,,
Tony Smith,1991,51,,2001,,
William Smith,1972,,,1973,,
Willie Smith,1977,,,1980,,
Zhaire Smith,2019,16,,2020,,
Rik Smits,1989,,,2000,,
Mike Smrek,1986,,,1992,,
Joe Smyth,1954,1,,1954,,
Xavier Sneed,2022,,,2022,,
Tony Snell,2014,20,,2022,,
Eric Snow,1996,43,,2008,,
Dick Snyder,1967,,,1979,,
Kirk Snyder,2005,16,,2008,,
Chips Sobek,1950,,,1950,,
Ricky Sobers,1976,,,1986,,
Ron Sobie,1957,,,1960,,
Mike Sojourner,1975,,,1977,,
Willie Sojourner,1972,,,1975,,
Will Solomon,2002,33,,2009,,
Will Solomon,2002,23,,2009,,
Willie Somerset,1966,,,1969,,
Darius Songaila,2004,50,,2011,,
Dave Sorenson,1971,,,1973,,
James Southerland,2014,,,2014,,
Gino Sovran,1947,,,1947,,
Pape Sow,2005,47,,2007,,
Ken Spain,1971,,,1971,,
Ray Spalding,2019,56,,2021,,
Jim Spanarkel,1980,,,1984,,
Vassilis Spanoulis,2007,50,,2007,,
Daniel Sparks,1969,,,1970,,
Guy Sparrow,1958,,,1960,,
Rory Sparrow,1981,,,1992,,
Odie Spears,1949,,,1957,,
Art Spector,1947,,,1950,,
Marreese Speights,2009,16,,2018,,
Omari Spellman,2019,30,,2020,,
Andre Spencer,1993,,,1994,,
Elmore Spencer,1993,25,,1997,,
Felton Spencer,1991,6,,2002,,
Lou Spicer,1947,,,1947,,
Craig Spitzer,1968,,,1968,,
Tiago Splitter,2011,28,,2017,,
Art Spoelstra,1955,,,1958,,
Bruce Spraggins,1968,,,1968,,
Latrell Sprewell,1993,24,,2005,,
Larry Spriggs,1982,,,1986,,
Jaden Springer,2022,28,,2022,,
Jim Springer,1949,,,1949,,
Jim Spruill,1949,,,1949,,
Ryan Stack,1999,48,,2000,,
Jerry Stackhouse,1996,3,,2013,,
Kevin Stacom,1975,,,1982,,
Erv Staggs,1970,,,1970,,
Bud Stallworth,1973,,,1977,,
Dave Stallworth,1966,,,1975,,
Ed Stanczak,1950,,,1951,,
Cassius Stanley,2021,54,,2022,,
Terence Stansbury,1985,,,1987,,
John Starks,1989,,,2002,,
Keith Starr,1977,,,1977,,
Nik Stauskas,2015,8,,2022,,
Larry Staverman,1959,,,1964,,
Larry Steele,1972,,,1980,,
Matt Steigenga,1997,52,,1997,,
Vladimir Stepania,1999,27,,2004,,
D.J. Stephens,2014,,,2019,,
Everette Stephens,1989,,,1991,,
Jack Stephens,1956,,,1956,,
Joe Stephens,1997,,,2000,,
Lance Stephenson,2011,40,,2022,,
Alex Stepheson,2016,,,2016,,
Brook Steppe,1983,,,1989,,
Barry Stevens,1993,,,1993,,
Lamar Stevens,2021,,,2022,,
Wayne Stevens,1960,,,1960,,
DeShawn Stevenson,2001,23,,2013,,
Dennis Stewart,1971,,,1971,,
Isaiah Stewart,2021,16,,2022,,
Kebu Stewart,1998,35,,1998,,
Larry Stewart,1992,,,1997,,
Michael Stewart,1998,,,2005,,
Norm Stewart,1957,,,1957,,
Greg Stiemsma,2012,,,2015,,
Steve Stipanovich,1984,,,1988,,
Bryant Stith,1993,13,,2002,,
Sam Stith,1962,,,1962,,
Tom Stith,1963,,,1963,,
Alex Stivrins,1986,,,1993,,
David Stockton,2015,,,2018,,
John Stockton*,1985,,,2003,,
Peja Stojaković,1999,14,,2011,,
Ed Stokes,1998,35,,1998,,
Greg Stokes,1986,,,1990,,
Jarnell Stokes,2015,35,,2017,,
Maurice Stokes*,1956,,,1958,,
Art Stolkey,1947,,,1947,,
Randy Stoll,1968,,,1968,,
Diamond Stone,2017,40,,2017,,
George Stone,1969,,,1972,,
Julyan Stone,2012,,,2018,,
Awvee Storey,2005,,,2008,,
Damon Stoudamire,1996,7,,2008,,
Salim Stoudamire,2006,31,,2008,,
Amar'e Stoudemire,2003,9,,2016,,
Paul Stovall,1973,,,1974,,
D.J. Strawberry,2008,59,,2008,,
Joe Strawder,1966,,,1968,,
Bill Stricker,1971,,,1971,,
Erick Strickland,1997,,,2005,,
Mark Strickland,1995,,,2003,,
Rod Strickland,1989,,,2005,,
Roger Strickland,1964,,,1964,,
John Stroeder,1988,,,1989,,
Derek Strong,1992,47,,2001,,
Lamont Strothers,1992,43,,1993,,
John Stroud,1981,,,1981,,
Red Stroud,1968,,,1968,,
Max Strus,2020,,,2022,,
Rodney Stuckey,2008,15,,2017,,
Gene Stump,1948,,,1950,,
Stan Stutz,1947,,,1949,,
Jalen Suggs,2022,5,,2022,,
Gary Suiter,1971,,,1971,,
Jared Sullinger,2013,21,,2017,,
DaJuan Summers,2010,35,,2013,,
Edmond Sumner,2018,52,,2021,,
Barry Sumpter,1989,,,1989,,
Don Sunderlage,1954,,,1955,,
Bruno Šundov,1999,35,,2005,,
Jon Sundvold,1984,,,1992,,
Bob Sura,1996,17,,2005,,
Dick Surhoff,1953,,,1954,,
George Sutor,1968,,,1970,,
Dane Suttle,1984,,,1985,,
Greg Sutton,1992,49,,1996,,
Keith Swagerty,1969,,,1970,,
Bennie Swain,1959,,,1959,,
Caleb Swanigan,2018,26,,2020,,
Norm Swanson,1954,,,1954,,
Dan Swartz,1963,,,1963,,
Mike Sweetney,2004,9,,2007,,
Robert Swift,2005,12,,2009,,
Skeeter Swift,1970,,,1974,,
Stromile Swift,2001,2,,2009,,
Aaron Swinson,1995,,,1995,,
Craig Sword,2022,,,2022,,
Pape Sy,2011,53,,2011,,
Buck Sydnor,1947,,,1947,,
Keifer Sykes,2022,,,2022,,
Larry Sykes,1996,,,1996,,
Brett Szabo,1997,,,1997,,
Wally Szczerbiak,2000,6,,2009,,
Walt Szczerbiak,1972,,,1972,,
Žan Tabak,1995,51,,2001,,
Yuta Tabuse,2005,,,2005,,
Chris Taft,2006,42,,2006,,
Sid Tanenbaum,1948,,,1949,,
Dragan Tarlać,2001,31,,2001,,
Roy Tarpley,1987,,,1995,,
Levern Tart,1968,,,1971,,
Jae'Sean Tate,2021,,,2022,,
Earl Tatum,1977,,,1980,,
Jayson Tatum,2018,3,,2022,,
Edy Tavares,2016,43,,2017,,
Anthony Taylor,1989,,,1989,,
Brian Taylor,1973,,,1982,,
Donell Taylor,2006,,,2007,,
Fatty Taylor,1970,,,1977,,
Fred Taylor,1971,,,1972,,
Isaiah Taylor,2017,,,2018,,
Jay Taylor,1990,,,1990,,
Jeff Taylor,1983,31,,1987,,
Jeff Taylor,2013,31,,2015,,
Jermaine Taylor,2010,32,,2011,,
Johnny Taylor,1998,17,,2000,,
Leonard Taylor,1990,,,1990,,
Maurice Taylor,1998,14,,2007,,
Mike Taylor,2009,55,,2009,,
Oliver Taylor,1971,,,1974,,
Ronald Taylor,1970,,,1972,,
Terry Taylor,2022,,,2022,,
Tyshawn Taylor,2013,41,,2014,,
Vince Taylor,1983,,,1983,,
Terry Teagle,1983,,,1993,,
Jeff Teague,2010,19,,2021,,
Marquis Teague,2013,29,,2018,,
Mirza Teletović,2013,,,2018,,
Sebastian Telfair,2005,13,,2015,,
Collis Temple,1975,,,1975,,
Garrett Temple,2010,,,2022,,
Miloš Teodosić,2018,,,2019,,
Ira Terrell,1977,,,1979,,
Jared Terrell,2019,,,2019,,
Carlos Terry,1981,,,1983,,
Chuck Terry,1973,,,1977,,
Claude Terry,1973,,,1978,,
Emanuel Terry,2019,,,2022,,
Jason Terry,2000,10,,2018,,
Tyrell Terry,2021,31,,2022,,
Jon Teske,2022,,,2022,,
Hasheem Thabeet,2010,2,,2014,,
Tom Thacker,1964,,,1971,,
Floyd Theard,1970,,,1970,,
Daniel Theis,2018,,,2022,,
Reggie Theus,1979,,,1991,,
Peter Thibeaux,1985,,,1986,,
Bill Thieben,1957,,,1958,,
Justus Thigpen,1970,,,1974,,
David Thirdkill,1983,,,1987,,
Adonis Thomas,2014,,,2014,,
Billy Thomas,2005,,,2008,,
Brodric Thomas,2021,,,2022,,
Cam Thomas,2022,27,,2022,,
Carl Thomas,1992,,,1998,,
Charles Thomas,1992,,,1992,,
Etan Thomas,2002,12,,2011,,
Irving Thomas,1991,,,1991,,
Isaiah Thomas,2012,60,,2022,,
Isiah Thomas*,1982,60,,1994,,
Jamel Thomas,2000,,,2001,,
James Thomas,2005,,,2006,,
Jim Thomas,1984,7,,1991,,
Joe Thomas,1971,,,1971,,
John Thomas,1998,25,,2006,,
Kenny Thomas,2000,22,,2010,,
Khyri Thomas,2019,38,,2021,,
Kurt Thomas,1996,10,,2013,,
Lance Thomas,2012,,,2020,,
Malcolm Thomas,2012,,,2015,,
Matt Thomas,2020,,,2022,,
Ronald Thomas,1973,,,1976,,
Terry Thomas,1976,,,1976,,
Tim Thomas,1998,7,,2010,,
Tyrus Thomas,2007,4,,2015,,
Willis Thomas,1968,,,1968,,
Trey Thompkins,2012,37,,2012,,
Bernard Thompson,1985,,,1989,,
Billy Thompson,1987,,,1992,,
Brooks Thompson,1995,27,,1998,,
Corny Thompson,1983,,,1983,,
David Thompson*,1976,,,1984,,
Dijon Thompson,2006,54,,2007,,
George Thompson,1970,,,1975,,
Hollis Thompson,2014,,,2017,,
Jack Thompson,1969,,,1969,,
